epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
175,192.204,0.45861,2.19454,0.88656,0.97869,0.85785,0.95014,0.69225,0.72939,3.51961,1.17707,0.0021918,0.0021918,0.0021918
176,193.277,0.46175,2.21658,0.89497,0.9753,0.85862,0.95666,0.71454,0.71172,3.39624,1.15633,0.00218344,0.00218344,0.00218344
177,194.355,0.46762,2.27027,0.92677,0.97629,0.85923,0.95445,0.71439,0.71405,3.55343,1.13672,0.00217506,0.00217506,0.00217506
178,195.438,0.4731,2.22087,0.90123,0.97295,0.86039,0.94506,0.71149,0.73429,3.7555,1.17208,0.00216664,0.00216664,0.00216664
179,196.524,0.46815,2.25286,0.90231,0.9775,0.86107,0.95445,0.70181,0.76081,3.70445,1.17266,0.00215821,0.00215821,0.00215821
180,197.609,0.48147,2.15901,0.91185,0.91143,0.93861,0.95672,0.70949,0.74419,3.58096,1.14377,0.00214974,0.00214974,0.00214974
181,198.762,0.45973,2.11175,0.90969,0.95368,0.94396,0.95966,0.69301,0.74999,3.47315,1.15857,0.00214125,0.00214125,0.00214125
182,199.836,0.46177,2.19636,0.87291,0.95368,0.94396,0.95966,0.69301,0.74999,3.47315,1.15857,0.00213274,0.00213274,0.00213274
183,200.919,0.44333,2.17732,0.88567,0.93774,0.94627,0.95966,0.71178,0.75399,3.26035,1.15894,0.0021242,0.0021242,0.0021242
184,202.015,0.45321,2.16646,0.88356,0.90215,0.94476,0.95394,0.72048,0.68933,3.06418,1.08944,0.00211563,0.00211563,0.00211563
185,203.091,0.46811,2.1689,0.89461,0.91174,0.94181,0.95519,0.7188,0.68475,3.3092,1.07427,0.00210705,0.00210705,0.00210705
186,204.169,0.45239,2.07788,0.91,0.95596,0.92487,0.95928,0.69319,0.71534,3.35394,1.11635,0.00209843,0.00209843,0.00209843
187,205.246,0.46993,2.2475,0.8877,0.95152,0.93082,0.96,0.71994,0.67588,3.11188,1.07311,0.0020898,0.0020898,0.0020898
188,206.332,0.47316,2.24719,0.8965,0.9938,0.92899,0.96303,0.71485,0.66125,2.96239,1.07929,0.00208114,0.00208114,0.00208114
189,207.415,0.4008,6.30163,0.78097,0.99211,0.92319,0.96179,0.69918,0.67193,3.18996,1.09763,0.00207246,0.00207246,0.00207246
190,208.479,0.45464,2.20346,0.87279,0.99211,0.92319,0.96179,0.69918,0.67193,3.18996,1.09763,0.00206376,0.00206376,0.00206376
191,209.642,0.51047,2.25521,0.86459,0.99145,0.92873,0.96076,0.7103,0.65677,2.93282,1.06145,0.00205503,0.00205503,0.00205503
192,210.725,0.45344,2.23332,0.92157,0.94917,0.93665,0.95622,0.72301,0.66792,2.81937,1.0706,0.00204628,0.00204628,0.00204628
193,211.803,0.50183,2.23755,0.89968,0.92087,0.90909,0.95024,0.71072,0.68676,2.85332,1.09053,0.00203751,0.00203751,0.00203751
194,212.878,0.4546,2.13302,0.90568,0.98488,0.85871,0.9493,0.70619,0.68467,2.85995,1.09269,0.00202872,0.00202872,0.00202872
195,213.96,0.4352,2.06023,0.8651,1,0.93948,0.96076,0.72737,0.6819,2.94844,1.07891,0.00201991,0.00201991,0.00201991
196,215.043,0.46308,2.25824,0.88943,0.99277,0.86364,0.95453,0.72445,0.69694,3.05519,1.08742,0.00201108,0.00201108,0.00201108
197,216.156,0.4687,2.14225,0.92157,0.96219,0.90497,0.95486,0.71342,0.68033,3.06543,1.07255,0.00200223,0.00200223,0.00200223
198,217.211,0.45374,2.1047,0.88228,0.96219,0.90497,0.95486,0.71342,0.68033,3.06543,1.07255,0.00199336,0.00199336,0.00199336
199,218.382,0.49771,2.28208,0.91056,0.96152,0.90459,0.95161,0.71871,0.67919,2.90105,1.08723,0.00198447,0.00198447,0.00198447
200,219.463,0.46996,2.35786,0.89486,0.95993,0.905,0.96,0.73188,0.67214,3.02354,1.05701,0.00197556,0.00197556,0.00197556
201,220.552,0.43098,2.03338,0.8698,0.98023,0.86364,0.95672,0.72424,0.66004,3.13178,1.04287,0.00196663,0.00196663,0.00196663
202,221.644,0.49115,2.23988,0.91092,0.91099,0.93533,0.95672,0.71344,0.66718,3.14254,1.03515,0.00195769,0.00195769,0.00195769
203,222.73,0.45555,2.16506,0.86842,0.91123,0.93699,0.95519,0.70329,0.70714,3.27625,1.07336,0.00194873,0.00194873,0.00194873
204,223.81,0.41201,2.04229,0.88734,0.91142,0.93877,0.95591,0.70687,0.71253,3.37277,1.06352,0.00193974,0.00193974,0.00193974
205,224.881,0.44217,2.08033,0.86583,0.90489,0.95011,0.95591,0.68038,0.73228,3.44729,1.09186,0.00193075,0.00193075,0.00193075
206,225.947,0.44622,2.06739,0.88001,0.90489,0.95011,0.95591,0.68038,0.73228,3.44729,1.09186,0.00192173,0.00192173,0.00192173
207,227.033,0.44865,2.09927,0.89704,0.95363,0.94351,0.96241,0.6976,0.75484,3.48872,1.12366,0.0019127,0.0019127,0.0019127
208,228.182,0.4365,2.09837,0.88485,0.95077,0.94497,0.96241,0.68669,0.76785,3.20599,1.15007,0.00190365,0.00190365,0.00190365
209,229.277,0.43853,2.02237,0.87866,0.95218,0.94921,0.95832,0.66355,0.77287,3.21151,1.16168,0.00189459,0.00189459,0.00189459
210,230.359,0.46616,2.29696,0.89215,0.94934,0.94967,0.95638,0.64804,0.77441,3.24176,1.16905,0.00188551,0.00188551,0.00188551
211,231.436,0.48036,2.27523,0.90302,0.9402,0.95067,0.95557,0.68128,0.76637,3.15285,1.16127,0.00187642,0.00187642,0.00187642
212,232.517,0.49801,2.32598,0.90137,0.93448,0.9509,0.9532,0.67981,0.7741,3.3163,1.171,0.00186731,0.00186731,0.00186731
213,233.626,0.41246,2.03062,0.87288,0.94062,0.95068,0.95541,0.69298,0.75205,3.09164,1.16326,0.00185818,0.00185818,0.00185818
214,234.68,0.4323,2.13732,0.88429,0.94062,0.95068,0.95541,0.69298,0.75205,3.09164,1.16326,0.00184905,0.00184905,0.00184905
215,235.762,0.43425,2.109,0.89695,0.94546,0.95042,0.95423,0.67542,0.7629,3.12879,1.18276,0.0018399,0.0018399,0.0018399
216,236.84,0.47903,2.27745,0.91613,0.92793,0.90909,0.95048,0.6807,0.72691,3.02855,1.14471,0.00183073,0.00183073,0.00183073
217,237.982,0.42463,2.0069,0.85658,0.93469,0.90909,0.95166,0.68407,0.72259,2.94985,1.1441,0.00182156,0.00182156,0.00182156
218,239.075,0.38863,1.94362,0.87678,0.95088,0.93223,0.95229,0.69833,0.70587,2.86131,1.13254,0.00181237,0.00181237,0.00181237
219,240.157,0.41444,2.03851,0.85751,0.92963,0.90909,0.94945,0.70987,0.68949,2.90674,1.10263,0.00180317,0.00180317,0.00180317
220,241.234,0.42783,2.04821,0.88658,0.95078,0.93225,0.95229,0.70982,0.71308,2.89733,1.10705,0.00179395,0.00179395,0.00179395
221,242.317,0.46299,2.14398,0.90766,0.95079,0.93034,0.94951,0.70057,0.72048,2.954,1.12303,0.00178473,0.00178473,0.00178473
222,243.379,0.38567,1.96309,0.88091,0.95079,0.93034,0.94951,0.70057,0.72048,2.954,1.12303,0.00177549,0.00177549,0.00177549
223,244.473,0.50183,2.38422,0.90933,0.95091,0.92751,0.95075,0.69383,0.74494,2.99453,1.15193,0.00176625,0.00176625,0.00176625
224,245.558,0.41769,2.00732,0.87093,0.95034,0.93292,0.95075,0.69243,0.74318,2.96442,1.14974,0.00175699,0.00175699,0.00175699
225,246.645,0.43209,2.00269,0.87163,0.92908,0.90909,0.94773,0.68283,0.77448,3.04128,1.1728,0.00174772,0.00174772,0.00174772
226,247.789,0.47124,2.11163,0.90557,0.95091,0.92773,0.95075,0.68722,0.75651,3.04785,1.17381,0.00173845,0.00173845,0.00173845
227,248.871,0.54401,2.22314,1.01431,0.95052,0.9328,0.95638,0.66766,0.76848,3.12124,1.18821,0.00172916,0.00172916,0.00172916
228,249.958,0.4618,2.13932,0.8772,0.95078,0.92773,0.95229,0.66125,0.77782,3.12698,1.18795,0.00171987,0.00171987,0.00171987
229,251.046,0.44456,2.09332,0.86959,0.95084,0.92613,0.95148,0.67332,0.7772,3.11839,1.19965,0.00171057,0.00171057,0.00171057
230,252.105,0.4777,2.2316,0.9068,0.95084,0.92613,0.95148,0.67332,0.7772,3.11839,1.19965,0.00170125,0.00170125,0.00170125
231,253.195,0.46183,2.17675,0.89776,0.95074,0.92985,0.95229,0.66279,0.76589,2.97762,1.20931,0.00169194,0.00169194,0.00169194
232,254.272,0.42564,2.08659,0.87518,0.93253,0.95095,0.9532,0.67565,0.77092,2.90973,1.20933,0.00168261,0.00168261,0.00168261
233,255.36,0.39257,9.31603,0.76274,0.94188,0.95003,0.9532,0.68092,0.75068,2.88257,1.212,0.00167328,0.00167328,0.00167328
234,256.448,0.45953,2.16281,0.91521,0.93914,0.95078,0.95229,0.67942,0.74996,2.88077,1.20928,0.00166394,0.00166394,0.00166394
235,257.611,0.43123,1.99189,0.89153,0.94567,0.94658,0.9532,0.68876,0.76675,2.98175,1.21445,0.00165459,0.00165459,0.00165459
236,258.68,0.4397,2.15205,0.89529,0.95289,0.94923,0.95148,0.68145,0.76771,3.06142,1.2248,0.00164524,0.00164524,0.00164524
237,259.78,0.42211,2.02275,0.88698,0.95104,0.918,0.94501,0.6836,0.77059,3.07052,1.22872,0.00163588,0.00163588,0.00163588
238,260.839,0.42933,2.05315,0.8723,0.95104,0.918,0.94501,0.6836,0.77059,3.07052,1.22872,0.00162652,0.00162652,0.00162652
239,261.917,0.41592,1.96327,0.85494,0.95072,0.90857,0.94195,0.66854,0.78495,3.22711,1.24264,0.00161715,0.00161715,0.00161715
240,263.002,0.43348,2.08345,0.90145,0.90325,0.93197,0.9382,0.66012,0.79693,3.25817,1.24671,0.00160778,0.00160778,0.00160778
241,264.088,0.45956,2.28471,0.88416,0.89701,0.92708,0.9423,0.65759,0.80052,3.31963,1.25555,0.0015984,0.0015984,0.0015984
242,265.18,0.45732,2.10837,0.85905,0.91002,0.92505,0.94639,0.67324,0.81029,3.40192,1.26599,0.00158902,0.00158902,0.00158902
243,266.35,0.47533,2.16464,0.89969,0.90506,0.93219,0.94347,0.67546,0.79589,3.26568,1.26853,0.00157964,0.00157964,0.00157964
244,267.428,0.41832,2.00675,0.86616,0.89849,0.94655,0.94945,0.67887,0.80318,3.25114,1.2858,0.00157025,0.00157025,0.00157025
245,268.529,0.44434,1.99761,0.87984,0.90562,0.94243,0.95048,0.67437,0.80517,3.22996,1.28664,0.00156087,0.00156087,0.00156087
246,269.603,0.43541,2.13193,0.88738,0.90562,0.94243,0.95048,0.67437,0.80517,3.22996,1.28664,0.00155147,0.00155147,0.00155147
247,270.679,0.40705,1.92163,0.88909,0.90704,0.9486,0.95866,0.66691,0.80212,3.24408,1.27971,0.00154208,0.00154208,0.00154208
248,271.761,0.45953,2.16274,0.9286,0.90429,0.95455,0.95866,0.67187,0.79417,3.15243,1.25744,0.00153269,0.00153269,0.00153269
249,272.844,0.42765,2.06982,0.87325,0.9398,0.9414,0.96275,0.67705,0.77304,3.02805,1.22839,0.00152329,0.00152329,0.00152329
250,273.934,0.43807,2.01532,0.88802,0.93104,0.9345,0.96275,0.68271,0.76159,3.13253,1.19569,0.0015139,0.0015139,0.0015139
251,275.01,0.43699,2.01539,0.87687,0.90467,0.95455,0.95866,0.66351,0.77413,2.96157,1.20176,0.0015045,0.0015045,0.0015045
252,276.164,0.43033,2.04911,0.92784,0.90689,0.95349,0.95866,0.687,0.77628,2.95976,1.18132,0.0014951,0.0014951,0.0014951
253,277.265,0.42387,2.05019,0.87213,0.90395,0.95202,0.95984,0.688,0.76445,3.00357,1.16083,0.00148571,0.00148571,0.00148571
254,278.327,0.42177,2.00271,0.86764,0.90395,0.95202,0.95984,0.688,0.76445,3.00357,1.16083,0.00147631,0.00147631,0.00147631
255,279.419,0.43871,2.04423,0.87379,0.89901,0.95455,0.95984,0.6973,0.76559,3.01312,1.14977,0.00146692,0.00146692,0.00146692
256,280.498,0.38919,1.88013,0.85944,0.99138,0.88674,0.96359,0.69623,0.77158,3.06371,1.1474,0.00145753,0.00145753,0.00145753
257,281.582,0.39881,1.86452,0.87137,0.90526,0.95455,0.95984,0.70951,0.7714,3.12151,1.14383,0.00144813,0.00144813,0.00144813
258,282.677,0.43193,2.06765,0.86449,0.90783,0.95455,0.95984,0.69775,0.76409,3.139,1.13731,0.00143875,0.00143875,0.00143875
259,283.757,0.43098,2.04051,0.88991,0.90207,0.9507,0.95866,0.70458,0.7381,3.07614,1.12932,0.00142936,0.00142936,0.00142936
260,284.839,0.40717,1.88044,0.85385,0.89621,0.95172,0.95182,0.6918,0.74052,3.02016,1.13711,0.00141998,0.00141998,0.00141998
261,286.001,0.41786,1.89506,0.88604,0.89442,0.9518,0.95638,0.68408,0.74379,3.03753,1.1405,0.0014106,0.0014106,0.0014106
262,287.068,0.37146,1.77677,0.85714,0.89442,0.9518,0.95638,0.68408,0.74379,3.03753,1.1405,0.00140122,0.00140122,0.00140122
263,288.156,0.4133,1.99939,0.85019,0.89826,0.95169,0.95638,0.69769,0.75579,2.94975,1.15381,0.00139185,0.00139185,0.00139185
264,289.244,0.4122,1.9352,0.8767,0.90424,0.95026,0.95557,0.68549,0.76798,3.05412,1.15868,0.00138248,0.00138248,0.00138248
265,290.331,0.43615,2.03344,0.89146,0.93356,0.91347,0.95484,0.69535,0.78783,3.17322,1.17098,0.00137312,0.00137312,0.00137312
266,291.414,0.40745,1.94313,0.8595,0.9371,0.91285,0.95484,0.67283,0.76807,3.1468,1.16146,0.00136376,0.00136376,0.00136376
267,292.499,0.42519,1.97016,0.87105,0.93344,0.91254,0.95419,0.65921,0.76487,3.17316,1.17309,0.00135441,0.00135441,0.00135441
268,293.585,0.41849,1.99126,0.86469,0.9385,0.90909,0.94814,0.67344,0.76791,3.11456,1.18122,0.00134506,0.00134506,0.00134506
269,294.678,0.40837,1.90238,0.85289,0.94082,0.90909,0.94814,0.67931,0.77895,3.16395,1.19959,0.00133572,0.00133572,0.00133572
270,295.8,0.40676,2.0093,0.87022,0.94082,0.90909,0.94814,0.67931,0.77895,3.16395,1.19959,0.00132639,0.00132639,0.00132639
271,296.883,0.42759,2.09296,0.88752,0.93916,0.90909,0.95175,0.66997,0.80913,3.23051,1.2086,0.00131706,0.00131706,0.00131706
272,297.964,0.40172,1.93404,0.87826,0.93817,0.91328,0.95484,0.67416,0.81079,3.1586,1.19761,0.00130775,0.00130775,0.00130775
273,299.051,0.51418,2.23281,0.92417,0.934,0.90909,0.95037,0.6753,0.82385,3.14087,1.18654,0.00129843,0.00129843,0.00129843
274,300.154,0.40973,2.17133,0.95796,0.93309,0.90909,0.95037,0.67492,0.81581,3.18121,1.17349,0.00128913,0.00128913,0.00128913
275,301.235,0.44196,2.06262,0.88198,0.93244,0.90618,0.95103,0.67028,0.80871,3.10527,1.15799,0.00127984,0.00127984,0.00127984
276,302.319,0.37587,1.83354,0.84924,0.93337,0.90909,0.95037,0.68008,0.78535,3.10877,1.13357,0.00127055,0.00127055,0.00127055
277,303.408,0.41887,1.94647,0.87424,0.93375,0.90909,0.94637,0.68687,0.77933,3.17771,1.14276,0.00126128,0.00126128,0.00126128
278,304.471,0.38886,1.85933,0.85652,0.93375,0.90909,0.94637,0.68687,0.77933,3.17771,1.14276,0.00125201,0.00125201,0.00125201
279,305.641,0.41386,1.97962,0.86846,0.93524,0.90909,0.94502,0.69369,0.78737,3.34831,1.15576,0.00124275,0.00124275,0.00124275
280,306.721,0.43096,2.06598,0.88644,0.99706,0.9002,0.95337,0.69896,0.78074,3.45447,1.14886,0.00123351,0.00123351,0.00123351
281,307.804,0.40898,1.97981,0.8668,0.98452,0.90909,0.95417,0.67518,0.75931,3.48522,1.13398,0.00122427,0.00122427,0.00122427
282,308.89,0.40206,1.9093,0.8659,0.98544,0.90046,0.95729,0.6829,0.75428,3.55048,1.12811,0.00121505,0.00121505,0.00121505
283,309.971,0.41625,1.99766,0.86779,0.994,0.88461,0.95508,0.68289,0.7601,3.53287,1.13269,0.00120583,0.00120583,0.00120583
284,311.061,0.3878,1.94017,0.85682,1,0.85541,0.95417,0.69519,0.74247,3.4197,1.11676,0.00119663,0.00119663,0.00119663
285,312.146,0.41786,1.98942,0.87567,0.9536,0.94206,0.9595,0.69851,0.73567,3.39177,1.11511,0.00118744,0.00118744,0.00118744
286,313.213,0.40513,1.93471,0.88268,0.9536,0.94206,0.9595,0.69851,0.73567,3.39177,1.11511,0.00117827,0.00117827,0.00117827
287,314.367,0.39431,1.85844,0.85551,0.93476,0.86364,0.95075,0.69909,0.72171,3.31283,1.12037,0.0011691,0.0011691,0.0011691
288,315.454,0.35642,1.77164,0.85933,0.90598,0.94837,0.95575,0.70376,0.70333,3.16275,1.11179,0.00115995,0.00115995,0.00115995
289,316.553,0.4589,2.13343,0.91909,0.90751,0.95066,0.95575,0.71282,0.69969,3.20302,1.10917,0.00115082,0.00115082,0.00115082
290,317.645,0.41324,2.00277,0.87686,0.91203,0.94525,0.95575,0.71581,0.69606,3.16421,1.10669,0.00114169,0.00114169,0.00114169
291,318.735,0.3958,1.95994,0.86326,0.912,0.95042,0.94854,0.70615,0.69725,3.13225,1.1076,0.00113258,0.00113258,0.00113258
292,319.83,0.42399,1.9252,0.87398,0.9022,0.95048,0.947,0.70482,0.70527,3.22466,1.11548,0.00112349,0.00112349,0.00112349
293,320.924,0.42099,1.95593,0.89171,0.95309,0.9358,0.95075,0.71412,0.70096,3.11216,1.11057,0.00111441,0.00111441,0.00111441
294,322.002,0.42253,2.15245,0.87606,0.95309,0.9358,0.95075,0.71412,0.70096,3.11216,1.11057,0.00110535,0.00110535,0.00110535
295,323.095,0.39656,1.92194,0.87655,0.95325,0.93917,0.95148,0.70308,0.69427,3.05736,1.1077,0.0010963,0.0010963,0.0010963
296,324.241,0.39104,2.10756,0.87236,0.94838,0.93646,0.95148,0.71075,0.68948,2.92441,1.09899,0.00108727,0.00108727,0.00108727
297,325.316,0.40388,2.08213,0.90598,0.94512,0.92779,0.94257,0.72225,0.68318,2.94432,1.07822,0.00107825,0.00107825,0.00107825
298,326.406,0.37043,1.84871,0.8436,0.94453,0.92147,0.95148,0.71917,0.67608,2.98654,1.06894,0.00106926,0.00106926,0.00106926
299,327.484,0.36882,1.83649,0.85153,0.945,0.924,0.95148,0.7172,0.68547,3.00889,1.07021,0.00106027,0.00106027,0.00106027
300,328.567,0.40152,1.94509,0.85046,0.94678,0.93162,0.95229,0.69758,0.67126,2.98961,1.0635,0.00105131,0.00105131,0.00105131
301,329.675,0.42663,2.04432,0.90382,0.94601,0.92779,0.9532,0.6996,0.66291,2.89661,1.0665,0.00104237,0.00104237,0.00104237
302,330.736,0.41866,1.99638,0.86476,0.94601,0.92779,0.9532,0.6996,0.66291,2.89661,1.0665,0.00103344,0.00103344,0.00103344
303,331.824,0.42411,1.99097,0.86482,0.952,0.92696,0.95148,0.69762,0.67009,2.92517,1.06501,0.00102453,0.00102453,0.00102453
304,332.907,0.38692,1.90554,0.86217,0.94716,0.92704,0.95148,0.69024,0.67535,2.96367,1.07196,0.00101564,0.00101564,0.00101564
305,334.07,0.39333,1.98425,0.85523,0.94615,0.92785,0.95148,0.69862,0.68103,2.97957,1.07355,0.00100677,0.00100677,0.00100677
306,335.151,0.39487,1.90867,0.84538,0.9465,0.92357,0.95148,0.69085,0.6829,2.92536,1.07169,0.000997917,0.000997917,0.000997917
307,336.237,0.39262,1.82961,0.8685,0.94359,0.92426,0.95075,0.70868,0.68029,2.88985,1.05869,0.000989087,0.000989087,0.000989087
308,337.331,0.4249,1.98927,0.87486,0.93183,0.92284,0.95557,0.70854,0.66809,2.88656,1.0502,0.000980276,0.000980276,0.000980276
309,338.429,0.41015,1.92573,0.85675,0.94338,0.9227,0.95557,0.71621,0.69072,3.00507,1.07027,0.000971486,0.000971486,0.000971486
310,339.492,0.38191,1.86567,0.85656,0.94338,0.9227,0.95557,0.71621,0.69072,3.00507,1.07027,0.000962717,0.000962717,0.000962717
311,340.589,0.38098,1.84025,0.84264,0.95111,0.91731,0.95557,0.7197,0.68998,2.9267,1.06524,0.00095397,0.00095397,0.00095397
312,341.676,0.37009,1.87097,0.88121,0.94477,0.92358,0.95966,0.70734,0.70236,2.99546,1.06893,0.000945244,0.000945244,0.000945244
313,342.822,0.42042,2.02834,0.88221,0.9444,0.92355,0.95966,0.7075,0.71061,3.00685,1.07316,0.00093654,0.00093654,0.00093654
314,343.908,0.42456,1.9941,0.85827,0.92267,0.94917,0.95966,0.68578,0.72814,3.08957,1.09761,0.000927859,0.000927859,0.000927859
315,344.988,0.38014,2.02184,0.84528,0.96235,0.90909,0.96138,0.69741,0.73009,3.06625,1.10234,0.000919201,0.000919201,0.000919201
316,346.073,0.37375,1.8078,0.85918,0.97391,0.90782,0.96047,0.70949,0.72883,2.99554,1.09907,0.000910565,0.000910565,0.000910565
317,347.154,0.39365,1.99151,0.8623,0.97137,0.90176,0.96047,0.70224,0.73815,3.0284,1.10315,0.000901953,0.000901953,0.000901953
318,348.212,0.39362,1.97618,0.84556,0.97137,0.90176,0.96047,0.70224,0.73815,3.0284,1.10315,0.000893365,0.000893365,0.000893365
319,349.29,0.39224,1.97882,0.87731,0.9177,0.94861,0.96047,0.70283,0.73402,3.01079,1.09796,0.000884801,0.000884801,0.000884801
320,350.38,0.37387,1.76331,0.85116,0.92083,0.94933,0.96138,0.7015,0.7283,2.86751,1.09378,0.000876262,0.000876262,0.000876262
321,351.47,0.36637,1.7938,0.82618,0.99205,0.90392,0.96241,0.70003,0.72256,2.76031,1.08883,0.000867747,0.000867747,0.000867747
322,352.624,0.32525,3.17505,0.7394,0.99115,0.90489,0.96138,0.70658,0.70919,2.72303,1.07483,0.000859257,0.000859257,0.000859257
323,353.695,0.38859,1.91116,0.85851,0.98942,0.89667,0.96138,0.70299,0.70141,2.70232,1.07628,0.000850793,0.000850793,0.000850793
324,354.777,0.37847,1.91911,0.86127,0.92415,0.94678,0.96359,0.72077,0.69539,2.63048,1.07679,0.000842355,0.000842355,0.000842355
325,355.86,0.37757,1.92691,0.83287,0.94524,0.9366,0.96241,0.71997,0.68705,2.62612,1.07506,0.000833943,0.000833943,0.000833943
326,356.932,0.38121,1.90858,0.85069,0.94524,0.9366,0.96241,0.71997,0.68705,2.62612,1.07506,0.000825557,0.000825557,0.000825557
327,358.004,0.37005,1.74653,0.84832,0.95002,0.94799,0.96359,0.72351,0.68098,2.61669,1.06721,0.000817198,0.000817198,0.000817198
328,359.089,0.38013,1.8481,0.86188,0.9538,0.95192,0.96359,0.71506,0.69447,2.67675,1.08015,0.000808867,0.000808867,0.000808867
329,360.17,0.4074,2.15525,0.8573,0.95048,0.95066,0.96359,0.71334,0.69896,2.69574,1.08786,0.000800562,0.000800562,0.000800562
330,361.252,0.42515,2.03336,0.84665,0.95056,0.94883,0.96359,0.70346,0.69128,2.73519,1.08275,0.000792286,0.000792286,0.000792286
331,362.402,0.36971,1.76481,0.86316,0.95076,0.95024,0.96359,0.7035,0.69869,2.77543,1.0936,0.000784037,0.000784037,0.000784037
332,363.49,0.37287,1.88695,0.86423,0.95409,0.95319,0.96495,0.70768,0.69243,2.76683,1.09595,0.000775817,0.000775817,0.000775817
333,364.588,0.35646,1.76928,0.85128,0.95257,0.95218,0.96495,0.70524,0.6992,2.81371,1.10404,0.000767626,0.000767626,0.000767626
334,365.656,0.38796,1.87831,0.84669,0.95257,0.95218,0.96495,0.70524,0.6992,2.81371,1.10404,0.000759464,0.000759464,0.000759464
335,366.749,0.38848,1.84343,0.88443,0.95179,0.95165,0.96241,0.70841,0.70672,2.82363,1.11154,0.000751332,0.000751332,0.000751332
336,367.832,0.44231,1.96716,0.9114,0.95205,0.95196,0.96241,0.70762,0.70074,2.80721,1.11059,0.000743229,0.000743229,0.000743229
337,368.926,0.34113,1.68477,0.84701,0.95273,0.95274,0.96495,0.70921,0.70514,2.8165,1.10883,0.000735156,0.000735156,0.000735156
338,370.008,0.34685,1.74046,0.81355,0.95082,0.95195,0.96359,0.70584,0.70123,2.8575,1.11912,0.000727113,0.000727113,0.000727113
339,371.085,0.33802,1.70409,0.83491,0.95246,0.95258,0.96359,0.70176,0.70874,2.85296,1.12554,0.000719101,0.000719101,0.000719101
340,372.234,0.39478,1.87446,0.86206,0.95007,0.94985,0.96359,0.7115,0.70402,2.79682,1.12121,0.000711121,0.000711121,0.000711121
341,373.321,0.36221,1.80551,0.86029,0.95041,0.94718,0.96359,0.70723,0.72195,2.76781,1.13691,0.000703171,0.000703171,0.000703171
342,374.384,0.42795,1.993,0.89134,0.95041,0.94718,0.96359,0.70723,0.72195,2.76781,1.13691,0.000695253,0.000695253,0.000695253
343,375.469,0.38311,1.96754,0.92033,0.9506,0.95034,0.96359,0.70854,0.7242,2.81386,1.13781,0.000687367,0.000687367,0.000687367
344,376.558,0.34293,1.70426,0.82509,0.95438,0.95121,0.96241,0.69822,0.73,2.81289,1.14231,0.000679514,0.000679514,0.000679514
345,377.644,0.3518,1.7786,0.85262,0.94981,0.94533,0.96241,0.69736,0.73498,2.86406,1.15068,0.000671693,0.000671693,0.000671693
346,378.746,0.33002,1.66544,0.85813,0.94721,0.94117,0.96241,0.69504,0.73822,2.80982,1.14624,0.000663904,0.000663904,0.000663904
347,379.85,0.39746,1.86798,0.85675,0.94817,0.9441,0.96241,0.6922,0.74482,2.85988,1.13914,0.000656149,0.000656149,0.000656149
348,380.936,0.34941,1.76625,0.83554,0.94835,0.94423,0.96241,0.6954,0.74811,2.88841,1.13347,0.000648428,0.000648428,0.000648428
349,382.097,0.40509,1.95657,0.87165,0.94726,0.94294,0.96241,0.69142,0.7435,2.87482,1.12355,0.00064074,0.00064074,0.00064074
350,383.163,0.37277,1.79927,0.86853,0.94726,0.94294,0.96241,0.69142,0.7435,2.87482,1.12355,0.000633086,0.000633086,0.000633086
351,384.245,0.35926,1.75607,0.8672,0.95218,0.92673,0.96241,0.70336,0.74247,2.87149,1.12675,0.000625467,0.000625467,0.000625467
352,385.33,0.36789,2.24258,0.87373,0.9385,0.94825,0.96241,0.69272,0.74794,2.96161,1.13791,0.000617883,0.000617883,0.000617883
353,386.412,0.38834,1.81313,0.8589,0.89826,0.94878,0.95866,0.69228,0.75941,2.95106,1.14488,0.000610333,0.000610333,0.000610333
354,387.509,0.3546,1.72988,0.85695,0.89833,0.94886,0.95866,0.69224,0.7656,2.96672,1.16192,0.000602819,0.000602819,0.000602819
355,388.594,0.37868,1.7457,0.85239,0.90242,0.94875,0.95866,0.68244,0.7773,2.98097,1.17296,0.00059534,0.00059534,0.00059534
356,389.673,0.36797,1.8188,0.86781,0.90337,0.94768,0.95866,0.68919,0.76495,3.06079,1.16691,0.000587898,0.000587898,0.000587898
357,390.769,0.35818,1.76995,0.86642,0.9444,0.9458,0.96241,0.69141,0.74411,3.08162,1.15676,0.000580491,0.000580491,0.000580491
358,391.897,0.38275,1.83984,0.85138,0.9444,0.9458,0.96241,0.69141,0.74411,3.08162,1.15676,0.000573121,0.000573121,0.000573121
359,392.989,0.37056,1.96826,0.85676,0.95109,0.94733,0.96241,0.68365,0.73163,3.14321,1.15197,0.000565788,0.000565788,0.000565788
360,394.081,0.41636,2.46195,0.89508,0.95438,0.94975,0.96138,0.69243,0.72772,3.01547,1.14964,0.000558491,0.000558491,0.000558491
361,395.158,0.36613,1.87015,0.8339,0.95439,0.94984,0.95966,0.69575,0.72163,2.99228,1.15377,0.000551232,0.000551232,0.000551232
362,396.238,0.36864,1.85441,0.82826,0.9522,0.95036,0.96047,0.69145,0.72781,3.02297,1.16179,0.000544011,0.000544011,0.000544011
